sku_id,sku_name,category,unit_price_idr,margin_pct,supplier,is_active,introduced_date
SKU-00073,Resep 00073,apotek_resep,35772,13.4,Pyridam Farma,1,2019-12-12
SKU-00074,Resep 00074,apotek_resep,231000,13.0,Mustika Ratu,1,2012-04-27
SKU-00075,Resep 00075,apotek_resep,59248,13.6,Abbott Nutrition,1,2014-10-18
SKU-00076,Resep 00076,apotek_resep,49139,10.3,Indofarma,1,2014-09-22
SKU-00077,Resep 00077,apotek_resep,219000,8.7,Mustika Ratu,1,2014-11-05
SKU-00078,Resep 00078,apotek_resep,189000,14.1,Pyridam Farma,1,2015-04-25
SKU-00079,Resep 00079,apotek_resep,226000,12.7,Wardah,1,2014-11-14
SKU-00080,Resep 00080,apotek_resep,103000,11.2,Pharos Indonesia,1,2014-12-12
SKU-00081,Resep 00081,apotek_resep,124000,14.7,Bristol-Myers ID,1,2011-12-15
SKU-00082,Resep 00082,apotek_resep,171000,12.6,P&G Indonesia,1,2018-07-07
SKU-00083,Resep 00083,apotek_resep,118000,13.8,Wardah,1,2014-06-18
SKU-00084,Resep 00084,apotek_resep,157000,8.9,Wardah,1,2010-01-04
SKU-00085,Resep 00085,apotek_resep,169000,13.5,L'Oreal Indonesia,0,2012-08-15
SKU-00086,Resep 00086,apotek_resep,5177,14.9,Mustika Ratu,1,2012-11-10
SKU-00087,Resep 00087,apotek_resep,46674,14.1,PIM Pharma,1,2015-05-03
SKU-00088,Resep 00088,apotek_resep,102000,12.7,Tempo Scan,1,2014-12-23
SKU-00089,Resep 00089,apotek_resep,203000,9.6,Pharos Indonesia,1,2010-04-16
SKU-00090,Resep 00090,apotek_resep,25431,8.9,Pyridam Farma,1,2017-01-01
SKU-00091,Resep 00091,apotek_resep,187000,10.4,Sanbe,1,2016-12-05
SKU-00092,Resep 00092,apotek_resep,130000,8.5,Unilever Wellness,1,2011-02-11
SKU-00093,Resep 00093,apotek_resep,101000,14.2,Combiphar,1,2012-11-22
SKU-00094,Resep 00094,apotek_resep,42448,8.5,Abbott Nutrition,0,2012-08-12
SKU-00095,Resep 00095,apotek_resep,194000,9.5,Combiphar,1,2019-11-15
SKU-00096,Resep 00096,apotek_resep,230000,9.5,Sanbe,1,2011-10-24
SKU-00097,Resep 00097,apotek_resep,106000,10.5,Mustika Ratu,1,2012-04-09
SKU-00098,Resep 00098,apotek_resep,174000,8.6,Beurer ID,1,2019-05-25
SKU-00099,Resep 00099,apotek_resep,186000,8.2,Indofarma,1,2019-09-07
SKU-00100,Resep 00100,apotek_resep,201000,10.7,Dexa Medica,1,2013-08-13
SKU-00101,Resep 00101,apotek_resep,34555,9.7,Pharos Indonesia,1,2010-06-11
SKU-00102,Resep 00102,apotek_resep,39598,10.7,Abbott Nutrition,1,2018-11-06
SKU-00103,Resep 00103,apotek_resep,205000,11.3,Pharos Indonesia,0,2011-01-09
SKU-00104,Resep 00104,apotek_resep,61555,8.3,Dexa Medica,1,2016-09-10
SKU-00105,Resep 00105,apotek_resep,170000,13.0,Mustika Ratu,1,2016-02-21
SKU-00106,Resep 00106,apotek_resep,146000,11.8,Combiphar,1,2014-02-17
SKU-00107,Resep 00107,apotek_resep,246000,9.4,Combiphar,1,2016-10-21
SKU-00108,Resep 00108,apotek_resep,205000,13.8,Pharos Indonesia,1,2016-12-28
SKU-00109,Resep 00109,apotek_resep,67557,8.4,Pharos Indonesia,1,2011-08-20
SKU-00110,Resep 00110,apotek_resep,165000,8.4,Tempo Scan,1,2012-12-01
SKU-00111,Resep 00111,apotek_resep,47947,11.5,P&G Indonesia,1,2014-03-12
SKU-00112,Resep 00112,apotek_resep,38274,13.2,PIM Pharma,1,2011-01-11
SKU-00113,Resep 00113,apotek_resep,217000,11.0,OmronID,1,2019-11-03
SKU-00114,Resep 00114,apotek_resep,135000,11.2,P&G Indonesia,1,2019-03-12
SKU-00115,Resep 00115,apotek_resep,46237,9.8,Sanbe,1,2011-04-24
SKU-00116,Resep 00116,apotek_resep,138000,8.0,Kalbe Farma,1,2017-06-13
SKU-00117,Resep 00117,apotek_resep,246000,9.1,Dexa Medica,1,2016-04-11
SKU-00118,Resep 00118,apotek_resep,70080,10.9,Bristol-Myers ID,1,2011-10-12
SKU-00119,Resep 00119,apotek_resep,36300,11.5,Dexa Medica,1,2018-01-13
SKU-00120,Resep 00120,apotek_resep,23068,14.1,Indofarma,1,2014-06-03
SKU-00121,Resep 00121,apotek_resep,150000,11.2,P&G Indonesia,1,2019-05-24
SKU-00122,Resep 00122,apotek_resep,168000,9.7,P&G Indonesia,1,2017-04-24
SKU-00123,Resep 00123,apotek_resep,241000,11.8,Pyridam Farma,1,2016-01-08
SKU-00124,Resep 00124,apotek_resep,147000,10.4,Kalbe Farma,1,2010-11-13
SKU-00125,Resep 00125,apotek_resep,228000,13.2,Indofarma,1,2018-04-14
SKU-00126,Resep 00126,apotek_resep,134000,14.7,Combiphar,1,2011-01-08
SKU-00127,Resep 00127,apotek_resep,240000,13.9,Mustika Ratu,1,2015-08-24
SKU-00128,Resep 00128,apotek_resep,27256,12.1,OmronID,1,2016-02-19
SKU-00129,Resep 00129,apotek_resep,154000,8.4,Combiphar,1,2014-06-26
SKU-00130,Resep 00130,apotek_resep,108000,12.9,Bristol-Myers ID,1,2014-04-03
SKU-00131,Resep 00131,apotek_resep,58139,9.0,Abbott Nutrition,1,2011-03-15
SKU-00132,Resep 00132,apotek_resep,127000,10.2,Sanbe,1,2013-08-10
SKU-00133,Resep 00133,apotek_resep,126000,9.9,Sanbe,1,2014-12-23
SKU-00134,Resep 00134,apotek_resep,163000,8.3,Bristol-Myers ID,1,2013-06-13
SKU-00135,Resep 00135,apotek_resep,140000,8.3,Indofarma,1,2012-01-13
SKU-00136,Resep 00136,apotek_resep,229000,11.2,Beurer ID,1,2017-02-26
SKU-00137,Resep 00137,apotek_resep,213000,9.0,Kalbe Farma,1,2013-03-07
SKU-00138,Resep 00138,apotek_resep,221000,10.8,Pharos Indonesia,1,2014-02-01
SKU-00139,Resep 00139,apotek_resep,21900,9.4,L'Oreal Indonesia,1,2011-06-04
SKU-00140,Resep 00140,apotek_resep,16192,14.6,Dexa Medica,1,2019-07-27
SKU-00141,Resep 00141,apotek_resep,195000,10.8,Kalbe Farma,1,2016-03-12
SKU-00142,Resep 00142,apotek_resep,61286,14.4,PIM Pharma,1,2012-01-20
SKU-00143,Resep 00143,apotek_resep,167000,12.3,Indofarma,1,2018-08-02
SKU-00144,Resep 00144,apotek_resep,27995,10.0,Combiphar,1,2018-04-21
SKU-00145,Resep 00145,apotek_resep,215000,11.8,Kalbe Farma,1,2015-08-18
SKU-00146,Resep 00146,apotek_resep,210000,11.4,Abbott Nutrition,1,2016-05-06
SKU-00147,Resep 00147,apotek_resep,11832,10.2,Pyridam Farma,0,2014-01-26
SKU-00148,Resep 00148,apotek_resep,129000,11.7,Abbott Nutrition,1,2012-02-08
SKU-00149,Resep 00149,apotek_resep,177000,9.7,Beurer ID,1,2010-04-19
SKU-00150,Resep 00150,apotek_resep,227000,14.9,Unilever Wellness,1,2012-03-08
SKU-00151,Resep 00151,apotek_resep,160000,10.2,P&G Indonesia,1,2010-12-23
SKU-00152,Resep 00152,apotek_resep,97191,14.6,Abbott Nutrition,1,2013-08-18
SKU-00153,Resep 00153,apotek_resep,86016,9.2,Dexa Medica,1,2013-10-08
SKU-00154,Resep 00154,apotek_resep,10224,11.7,Kalbe Farma,1,2019-04-26
SKU-00155,Resep 00155,apotek_resep,39207,10.4,Tempo Scan,1,2015-01-01
SKU-00156,Resep 00156,apotek_resep,43721,12.1,Combiphar,1,2018-06-03
SKU-00157,Resep 00157,apotek_resep,103000,12.9,Unilever Wellness,1,2015-05-11
SKU-00158,Resep 00158,apotek_resep,40769,14.8,Mustika Ratu,1,2017-11-11
SKU-00159,Resep 00159,apotek_resep,50666,13.0,Beurer ID,1,2019-06-08
SKU-00160,Resep 00160,apotek_resep,179000,12.1,Tempo Scan,1,2014-03-06
SKU-00161,Resep 00161,apotek_resep,196000,8.0,Abbott Nutrition,1,2019-01-06
SKU-00162,Resep 00162,apotek_resep,163000,10.2,Pyridam Farma,1,2011-08-05
SKU-00163,Resep 00163,apotek_resep,91813,13.2,Pyridam Farma,1,2015-03-21
SKU-00164,Resep 00164,apotek_resep,237000,14.7,Bristol-Myers ID,1,2014-04-08
SKU-00165,Resep 00165,apotek_resep,187000,8.5,PIM Pharma,1,2010-01-13
SKU-00166,Resep 00166,apotek_resep,120000,13.1,Tempo Scan,1,2017-07-12
SKU-00167,Resep 00167,apotek_resep,148000,10.6,Wardah,1,2019-11-25
SKU-00168,Resep 00168,apotek_resep,185000,9.6,L'Oreal Indonesia,1,2010-05-01
SKU-00169,Resep 00169,apotek_resep,88549,9.8,Sanbe,1,2012-07-06
SKU-00170,Resep 00170,apotek_resep,197000,8.5,Pharos Indonesia,1,2019-08-23
SKU-00171,Resep 00171,apotek_resep,13124,11.0,Tempo Scan,1,2016-03-02
SKU-00172,Resep 00172,apotek_resep,31544,10.3,Soho Global,1,2018-12-24
SKU-00173,Resep 00173,apotek_resep,147000,9.9,Indofarma,1,2011-01-13
SKU-00174,Resep 00174,apotek_resep,155000,11.8,Wardah,1,2015-01-14
SKU-00175,Resep 00175,apotek_resep,27971,10.1,Wardah,1,2010-04-06
SKU-00176,Resep 00176,apotek_resep,172000,10.0,Pharos Indonesia,1,2011-05-26
SKU-00177,Resep 00177,apotek_resep,109000,11.3,PIM Pharma,1,2018-07-06
SKU-00178,Resep 00178,apotek_resep,102000,14.2,P&G Indonesia,1,2010-05-15
SKU-00179,Resep 00179,apotek_resep,127000,9.8,PIM Pharma,1,2012-12-22
SKU-00180,Resep 00180,apotek_resep,30350,8.6,P&G Indonesia,1,2016-10-08
SKU-00181,Resep 00181,apotek_resep,150000,8.4,Unilever Wellness,1,2016-09-22
SKU-00182,Resep 00182,apotek_resep,232000,14.6,Abbott Nutrition,1,2017-05-03
SKU-00183,Resep 00183,apotek_resep,108000,14.3,Dexa Medica,1,2018-10-22
SKU-00184,Resep 00184,apotek_resep,168000,9.0,L'Oreal Indonesia,1,2012-04-26
SKU-00185,Resep 00185,apotek_resep,55521,8.9,Mustika Ratu,1,2016-04-27
SKU-00186,Resep 00186,apotek_resep,169000,9.0,PIM Pharma,1,2011-02-13
SKU-00187,Resep 00187,apotek_resep,151000,10.8,Bristol-Myers ID,1,2018-08-28
SKU-00188,Resep 00188,apotek_resep,8241,13.5,Abbott Nutrition,1,2016-02-14
SKU-00189,Resep 00189,apotek_resep,44227,9.0,Abbott Nutrition,1,2011-02-19
SKU-00190,Resep 00190,apotek_resep,209000,8.7,Indofarma,1,2015-07-09
SKU-00191,Resep 00191,apotek_resep,105000,12.6,Abbott Nutrition,1,2010-03-09
SKU-00192,Resep 00192,apotek_resep,111000,9.0,Unilever Wellness,0,2015-12-08
SKU-00193,Resep 00193,apotek_resep,17921,13.2,PIM Pharma,1,2010-06-27
SKU-00194,Resep 00194,apotek_resep,213000,10.1,PIM Pharma,1,2011-04-05
SKU-00195,Resep 00195,apotek_resep,83769,14.8,L'Oreal Indonesia,1,2015-05-24
SKU-00196,Resep 00196,apotek_resep,114000,12.2,Pharos Indonesia,1,2013-07-24
SKU-00197,Resep 00197,apotek_resep,132000,13.3,P&G Indonesia,1,2018-03-03
SKU-00198,Resep 00198,apotek_resep,86559,13.0,Unilever Wellness,1,2018-10-01
SKU-00199,Resep 00199,apotek_resep,50544,9.3,Soho Global,1,2013-01-15
SKU-00200,Resep 00200,apotek_resep,18253,14.4,Soho Global,1,2017-09-13
SKU-00201,Resep 00201,apotek_resep,172000,14.5,Kalbe Farma,1,2017-10-15
SKU-00202,Resep 00202,apotek_resep,51552,14.7,Wardah,1,2015-06-06
SKU-00203,Resep 00203,apotek_resep,225000,14.3,Pharos Indonesia,1,2016-01-06
SKU-00204,Resep 00204,apotek_resep,229000,12.0,Soho Global,1,2013-11-07
SKU-00205,Resep 00205,apotek_resep,75538,12.6,OmronID,0,2010-08-05
SKU-00206,Resep 00206,apotek_resep,175000,9.2,Kalbe Farma,1,2019-05-23
SKU-00207,Resep 00207,apotek_resep,191000,12.5,Mustika Ratu,1,2015-08-09
SKU-00208,Resep 00208,apotek_resep,62202,11.3,OmronID,1,2016-10-04
SKU-00209,Resep 00209,apotek_resep,6926,11.6,P&G Indonesia,1,2019-10-10
SKU-00210,Resep 00210,apotek_resep,83243,12.8,Wardah,1,2014-11-11
SKU-00211,Resep 00211,apotek_resep,231000,9.9,Indofarma,1,2018-04-02
SKU-00212,Resep 00212,apotek_resep,216000,14.0,Unilever Wellness,1,2012-12-01
SKU-00213,Resep 00213,apotek_resep,177000,11.5,Indofarma,1,2016-07-13
SKU-00214,Resep 00214,apotek_resep,198000,8.2,Abbott Nutrition,1,2015-12-23
SKU-00215,Resep 00215,apotek_resep,63291,12.8,Wardah,1,2015-09-10
SKU-00216,Resep 00216,apotek_resep,227000,9.2,Beurer ID,1,2011-08-05
SKU-00217,Resep 00217,apotek_resep,199000,9.8,Beurer ID,1,2012-11-11
SKU-00218,Resep 00218,apotek_resep,177000,8.6,P&G Indonesia,1,2014-07-26
SKU-00219,Resep 00219,apotek_resep,237000,10.3,PIM Pharma,1,2017-02-16
SKU-00220,Resep 00220,apotek_resep,19071,14.1,Abbott Nutrition,1,2019-02-16
SKU-00221,Resep 00221,apotek_resep,238000,9.4,Sanbe,1,2016-09-10
SKU-00222,Resep 00222,apotek_resep,113000,8.4,Combiphar,1,2013-06-14
SKU-00223,Resep 00223,apotek_resep,154000,14.2,L'Oreal Indonesia,1,2012-02-16
SKU-00224,Resep 00224,apotek_resep,92196,12.4,Tempo Scan,1,2010-01-15
SKU-00225,Resep 00225,apotek_resep,76703,9.5,Tempo Scan,1,2012-08-26
SKU-00226,Resep 00226,apotek_resep,205000,13.5,Combiphar,1,2016-07-14
SKU-00227,Resep 00227,apotek_resep,130000,10.7,Dexa Medica,1,2015-01-11
SKU-00228,Resep 00228,apotek_resep,203000,13.8,Soho Global,0,2010-11-24
SKU-00229,Resep 00229,apotek_resep,70227,9.6,P&G Indonesia,1,2011-07-17
SKU-00230,Resep 00230,apotek_resep,159000,10.1,Pharos Indonesia,1,2014-05-15
SKU-00231,Resep 00231,apotek_resep,196000,11.6,OmronID,1,2012-06-16
SKU-00232,Resep 00232,apotek_resep,99175,13.3,Tempo Scan,1,2016-01-08
SKU-00233,Resep 00233,apotek_resep,63804,13.1,Combiphar,1,2010-10-17
SKU-00234,Resep 00234,apotek_resep,49298,8.9,Dexa Medica,1,2014-09-20
SKU-00235,Resep 00235,apotek_resep,17736,12.2,Dexa Medica,1,2010-01-23
SKU-00236,Resep 00236,apotek_resep,35353,10.9,Unilever Wellness,1,2014-08-23
SKU-00237,Resep 00237,apotek_resep,45141,9.4,Kalbe Farma,1,2011-11-17
SKU-00238,Resep 00238,apotek_resep,75772,12.4,Combiphar,1,2011-09-24
SKU-00239,Resep 00239,apotek_resep,167000,8.8,Sanbe,1,2017-04-20
SKU-00240,Resep 00240,apotek_resep,57363,13.4,OmronID,1,2015-12-14
SKU-00241,Resep 00241,apotek_resep,82424,9.1,Beurer ID,1,2013-12-16
SKU-00242,Resep 00242,apotek_resep,91665,9.6,Kalbe Farma,1,2011-10-22
SKU-00243,Resep 00243,apotek_resep,135000,9.0,Pharos Indonesia,1,2011-12-24
SKU-00244,Resep 00244,apotek_resep,31552,14.3,Pyridam Farma,1,2014-05-15
SKU-00245,Resep 00245,apotek_resep,18128,8.7,Tempo Scan,1,2014-06-26
SKU-00246,Resep 00246,apotek_resep,182000,10.2,Sanbe,1,2010-01-28
SKU-00247,Resep 00247,apotek_resep,41279,12.6,Tempo Scan,1,2017-10-09
SKU-00248,Resep 00248,apotek_resep,235000,13.1,P&G Indonesia,1,2012-02-13
SKU-00249,Resep 00249,apotek_resep,110000,14.7,PIM Pharma,1,2017-07-21
SKU-00250,Resep 00250,apotek_resep,237000,13.6,Sanbe,1,2010-03-04
SKU-00251,Resep 00251,apotek_resep,114000,14.4,Wardah,1,2017-03-20
SKU-00252,Resep 00252,apotek_resep,105000,13.5,Kalbe Farma,1,2012-08-16
SKU-00253,Resep 00253,apotek_resep,34605,14.2,L'Oreal Indonesia,0,2014-11-11
SKU-00254,Resep 00254,apotek_resep,8240,12.9,OmronID,1,2019-12-19
SKU-00255,Resep 00255,apotek_resep,63716,14.8,Bristol-Myers ID,1,2019-02-14
SKU-00256,Resep 00256,apotek_resep,178000,13.1,Wardah,1,2016-03-27
SKU-00257,Resep 00257,apotek_resep,222000,11.9,Dexa Medica,0,2012-09-28
SKU-00258,Resep 00258,apotek_resep,128000,14.0,Tempo Scan,1,2017-06-08
SKU-00259,Resep 00259,apotek_resep,91742,14.8,Dexa Medica,1,2018-11-13
SKU-00260,Resep 00260,apotek_resep,111000,13.7,Pharos Indonesia,1,2019-08-03
SKU-00261,Resep 00261,apotek_resep,230000,11.5,Bristol-Myers ID,1,2017-12-21
SKU-00262,Resep 00262,apotek_resep,9658,8.7,Mustika Ratu,0,2018-01-27
SKU-00263,Resep 00263,apotek_resep,28827,13.5,Indofarma,1,2018-04-21
SKU-00264,Resep 00264,apotek_resep,181000,11.2,Bristol-Myers ID,1,2010-04-28
SKU-00265,Resep 00265,apotek_resep,124000,10.3,Wardah,1,2015-12-15
SKU-00266,Resep 00266,apotek_resep,34890,8.7,Pyridam Farma,0,2015-11-26
SKU-00267,Resep 00267,apotek_resep,81541,11.8,P&G Indonesia,1,2010-03-16
SKU-00268,Resep 00268,apotek_resep,41817,13.8,Mustika Ratu,1,2019-04-07
SKU-00269,Resep 00269,apotek_resep,36652,14.5,Unilever Wellness,1,2013-12-11
SKU-00270,Resep 00270,apotek_resep,33250,13.3,Dexa Medica,1,2019-02-25
SKU-00271,Resep 00271,apotek_resep,239000,11.2,Abbott Nutrition,1,2012-08-01
SKU-00272,Resep 00272,apotek_resep,144000,13.2,Beurer ID,1,2019-08-17
SKU-00273,Resep 00273,apotek_resep,210000,14.4,Tempo Scan,1,2012-12-27
SKU-00274,Resep 00274,apotek_resep,38654,8.7,Bristol-Myers ID,1,2016-07-20
SKU-00275,Resep 00275,apotek_resep,245000,12.8,Pyridam Farma,1,2015-05-15
SKU-00276,Resep 00276,apotek_resep,216000,8.9,Mustika Ratu,1,2018-05-27
SKU-00277,Resep 00277,apotek_resep,189000,11.8,Bristol-Myers ID,1,2018-11-07
SKU-00278,Resep 00278,apotek_resep,57661,9.5,Indofarma,1,2012-12-21
SKU-00279,Resep 00279,apotek_resep,51612,11.5,Bristol-Myers ID,1,2015-09-16
SKU-00280,Resep 00280,apotek_resep,158000,12.0,Mustika Ratu,1,2018-05-28
SKU-00281,Resep 00281,apotek_resep,116000,13.7,OmronID,1,2016-03-02
SKU-00282,Resep 00282,apotek_resep,181000,8.4,PIM Pharma,1,2012-05-22
SKU-00283,Resep 00283,apotek_resep,70683,9.0,Dexa Medica,1,2014-04-25
SKU-00284,Resep 00284,apotek_resep,147000,8.2,L'Oreal Indonesia,1,2018-04-24
SKU-00285,Resep 00285,apotek_resep,175000,11.9,Pyridam Farma,1,2014-12-22
SKU-00286,Resep 00286,apotek_resep,17315,14.5,Unilever Wellness,1,2015-09-02
SKU-00287,Resep 00287,apotek_resep,8398,13.2,Soho Global,1,2017-04-21
SKU-00288,Resep 00288,apotek_resep,190000,13.0,P&G Indonesia,1,2018-12-20
SKU-00289,Resep 00289,apotek_resep,56503,13.4,Soho Global,1,2012-11-03
SKU-00290,Resep 00290,apotek_resep,54014,14.7,OmronID,1,2010-07-09
SKU-00291,Resep 00291,apotek_resep,151000,9.8,Tempo Scan,1,2014-01-11
SKU-00292,Resep 00292,apotek_resep,127000,13.0,Combiphar,0,2015-10-02
SKU-00293,Resep 00293,apotek_resep,208000,14.5,Indofarma,1,2019-09-12
SKU-00294,Resep 00294,apotek_resep,24105,13.5,Bristol-Myers ID,1,2012-09-03
SKU-00295,Resep 00295,apotek_resep,211000,11.5,Mustika Ratu,1,2016-02-12
SKU-00296,Resep 00296,apotek_resep,62985,14.2,Bristol-Myers ID,1,2014-04-25
SKU-00297,Resep 00297,apotek_resep,167000,11.7,Beurer ID,1,2010-02-22
SKU-00298,Resep 00298,apotek_resep,95703,11.1,Pyridam Farma,1,2015-07-26
SKU-00299,Resep 00299,apotek_resep,34720,10.7,Beurer ID,1,2010-09-27
SKU-00300,Resep 00300,apotek_resep,207000,10.6,OmronID,1,2010-05-21
SKU-00301,Resep 00301,apotek_resep,55465,10.2,Pharos Indonesia,1,2012-09-18
SKU-00302,Resep 00302,apotek_resep,6921,12.4,Soho Global,1,2013-11-14
SKU-00303,Resep 00303,apotek_resep,224000,8.7,Beurer ID,1,2016-11-27
SKU-00304,Resep 00304,apotek_resep,23905,13.2,Combiphar,0,2015-01-03
SKU-00305,Resep 00305,apotek_resep,24201,8.4,PIM Pharma,1,2019-04-09
SKU-00306,Resep 00306,apotek_resep,112000,10.7,Unilever Wellness,1,2010-07-22
SKU-00307,Resep 00307,apotek_resep,36013,11.7,Pharos Indonesia,1,2019-01-23
SKU-00308,Resep 00308,apotek_resep,227000,8.5,OmronID,1,2014-10-03
